一	横
磕	横,撇,竖,横折,横,横,竖,横,撇折,点,竖,横折,竖,竖,横
磙	横,撇,竖,横折,横,点,横,撇,点,撇折,点,撇,竖提,撇,捺
磜	
磡	横,撇,竖,横折,横,横,竖,竖,横,横,横,撇,点,竖弯,横折钩,撇
磨	点,横,撇,横,竖,撇,点,横,竖,撇,捺,横,撇,竖,横折,横
磬	横,竖,横,横折,竖,横,撇,撇,横折折|横折弯,横撇|横钩,点,横,撇,竖,横折,横
磲	横,撇,竖,横折,横,点,点,提,横,横折,横,竖弯,横,竖,撇,捺
磴	横,撇,竖,横折,横,横撇|横钩,点,撇,撇,捺,横,竖,横折,横,点,撇,横
磷	横,撇,竖,横折,横,点,撇,横,竖,撇,捺,撇,横撇|横钩,点,横,撇折,竖
磹	
磻	
礁	横,撇,竖,横折,横,撇,竖,点,横,横,横,竖,横,点2,点,点,点
礅	横,撇,竖,横折,横,点,横,竖,横折,横,横撇|横钩,竖钩,提,撇,横,撇,捺
礌	
礓	横,撇,竖,横折,横,横,竖,横折,横,竖,横,横,竖,横折,横,竖,横,横
礞	横,撇,竖,横折,横,横,竖,竖,点2,横撇|横钩,横,横,撇,弯钩,撇,撇,撇,点
礴	横,撇,竖,横折,横,横,竖,竖,点,点,提,横,竖,横折,横,横,竖,点,横,竖钩,点
礵	
示	横,横,竖钩,撇,点
礼	点,横撇|横钩,竖,点,竖弯钩
社	点,横撇|横钩,竖,点,横,竖,横
祀	点,横撇|横钩,竖,点,横折,横,竖弯钩
祁	点,横撇|横钩,竖,点,横折折折钩|横撇弯钩,竖
祃	
祆	点,横撇|横钩,竖,点,横,横,撇,捺
祇	点,横撇|横钩,竖,点,撇,竖提,横,斜钩|卧钩
祈	点,横撇|横钩,竖,点,撇,撇,横,竖
祉	点,横撇|横钩,竖,点,竖,横,竖,横
祊	
祋	
祎	点,横撇|横钩,竖,点,横,横,横折钩,竖
祏	
祐	点,横撇|横钩,竖,点,横,撇,竖,横折,横
祓	点,横撇|横钩,竖,点,横,撇,横撇|横钩,捺,点
祕	点,横撇|横钩,竖,点,点2,斜钩|卧钩,点,撇,点
祖	点,横撇|横钩,竖,点,竖,横折,横,横,横
祗	点,横撇|横钩,竖,点,撇,竖提,横,斜钩|卧钩,点
祚	点,横撇|横钩,竖,点,撇,横,竖,横,横
祛	点,横撇|横钩,竖,点,横,竖,横,撇折,点
祜	点,横撇|横钩,竖,点,横,竖,竖,横折,横
祝	点,横撇|横钩,竖,点,竖,横折,横,撇,竖弯钩
神	点,横撇|横钩,竖,点,竖,横折,横,横,竖
祟	竖弯,竖,竖,竖弯,竖,横,横,竖钩,撇,点
祠	点,横撇|横钩,竖,点,横折钩,横,竖,横折,横
祢	点,横撇|横钩,竖,点,撇,横撇|横钩,竖钩,撇,点
祥	点,横撇|横钩,竖,点,点,撇,横,横,横,竖
祧	点,横撇|横钩,竖,点,撇,点,提,竖弯钩,撇,点
票	横,竖,横折,竖,竖,横,横,横,竖钩,撇,点
祭	撇,横撇|横钩,点,点,横撇|横钩,捺,横,横,竖钩,撇,点
祯	点,横撇|横钩,竖,点,竖,横,竖,横折,撇,点
祲	
祷	点,横撇|横钩,竖,点,横,横,横,撇,横,竖钩,点
祸	点,横撇|横钩,竖,点,竖,横折,横,竖,横折钩,撇,点
祺	点,横撇|横钩,竖,点,横,竖,竖,横,横,横,撇,点
祼	
祾	
禀	点,横,竖,横折,竖,横折,横,横,横,横,竖钩,撇,点
禁	横,竖,撇,点,横,竖,撇,捺,横,横,竖钩,撇,点
禄	点,横撇|横钩,竖,点,横折,横,横,竖钩,点,提,撇,捺
禅	点,横撇|横钩,竖,点,点,撇,竖,横折,横,横,横,竖
禊	点,横撇|横钩,竖,点,横,横,横,竖,横折钩,撇,横,撇,捺
禋	
福	点,横撇|横钩,竖,点,横,竖,横折,横,竖,横折,横,竖,横
禒	
禔	
禘	
禚	点,横撇|横钩,竖,点,点,撇,横,横,竖,横,点2,点,点,点
禛	
禤	点,横撇|横钩,竖,点,竖,横折,竖,竖,横,横折钩,点,提,横折钩,点,提
禧	点,横撇|横钩,竖,点,横,竖,横,竖,横折,横,点,撇,横,竖,横折,横
禳	点,横撇|横钩,竖,点,点,横,竖,横折,横,竖,横折,横,横,横,竖,竖,横,撇,竖提,撇,捺
禹	撇,竖,横折,横,竖,横折钩,竖,提,点
禺	竖,横折,横,横,竖,横折钩,竖,提,点
离	点,横,撇,点,竖弯,竖,竖,横折钩,撇折,点
禽	撇,捺,点,横,撇,点,竖弯,竖,竖,横折钩,撇折,点
禾	撇,横,竖,撇,捺
秀	撇,横,竖,撇,捺,横折折折钩|横撇弯钩,撇
私	撇,横,竖,撇,点,撇折,点
秃	撇,横,竖,撇,捺,撇,横斜钩
秆	撇,横,竖,撇,点,横,横,竖
秉	撇,横,横折,横,横,竖,撇,捺
秋	撇,横,竖,撇,点,点2,撇,撇,捺
种	撇,横,竖,撇,点,竖,横折,横,竖
科	撇,横,竖,撇,点,点,点,横,竖
秒	撇,横,竖,撇,点,竖,撇,点,撇
秕	撇,横,竖,撇,点,横,竖提,撇,竖弯钩
秘	撇,横,竖,撇,点,点2,斜钩|卧钩,点,撇,点
租	撇,横,竖,撇,点,竖,横折,横,横,横
秣	撇,横,竖,撇,点,横,横,竖,撇,捺
秤	撇,横,竖,撇,点,横,点,撇,横,竖
秦	横,横,横,撇,捺,撇,横,竖,撇,点
秧	撇,横,竖,撇,点,竖,横折,横,撇,捺
秩	撇,横,竖,撇,点,撇,横,横,撇,捺
秫	撇,横,竖,撇,点,横,竖,撇,捺,点
秬	
秭	撇,横,竖,撇,点,撇,竖折折钩,竖,撇
积	撇,横,竖,撇,点,竖,横折,横,撇,点
称	撇,横,竖,撇,点,撇,横撇|横钩,竖钩,撇,点
秸	撇,横,竖,撇,点,横,竖,横,竖,横折,横
移	撇,横,竖,撇,点,撇,横撇|横钩,点,撇,横撇|横钩,点
秽	撇,横,竖,撇,点,竖,竖弯,竖,撇,横撇|横钩,点
秾	
稀	撇,横,竖,撇,点,撇,点,横,撇,竖,横折钩,竖
稂	撇,横,竖,撇,点,点,横折,横,横,竖提,撇,捺
稃	撇,横,竖,撇,点,撇,点,点,撇,横撇|横钩,竖钩,横
稆	撇,横,竖,撇,点,竖,横折,横,竖,横折,横
程	撇,横,竖,撇,点,竖,横折,横,横,横,竖,横
稌	
稍	撇,横,竖,撇,点,竖,点,撇,竖,横折钩,横,横
税	撇,横,竖,撇,点,点,撇,竖,横折,横,撇,竖弯钩
稑	
稔	撇,横,竖,撇,点,撇,捺,点,横撇|横钩,点2,斜钩|卧钩,点,点
稗	撇,横,竖,撇,点,撇,竖,横折,横,横,撇,横,竖
稙	
稚	撇,横,竖,撇,点,撇,竖,点,横,横,横,竖,横
稞	撇,横,竖,撇,点,竖,横折,横,横,横,竖,撇,捺
稠	撇,横,竖,撇,点,撇,横折钩,横,竖,横,竖,横折,横
稣	撇,横撇|横钩,竖,横折,横,竖,横,提,撇,横,竖,撇,捺
稳	撇,横,竖,撇,点,撇,横撇|横钩,横折,横,横,点2,斜钩|卧钩,点,点
稷	撇,横,竖,撇,点,竖,横折,横,竖,横,撇,点,撇,横撇|横钩,捺
稹	撇,横,竖,撇,点,横,竖,竖,横折,横,横,横,横,撇,点
稻	撇,横,竖,撇,点,撇,点,点,撇,撇,竖,横,横折,横,横
稼	撇,横,竖,撇,点,点,点2,横撇|横钩,横,撇,弯钩,撇,撇,撇,捺
稽	撇,横,竖,撇,点,横,撇,竖弯钩,点,撇,竖弯钩,竖,横折,横,横
稿	撇,横,竖,撇,点,点,横,竖,横折,横,竖,横折钩,竖,横折,横
穄	
穆	撇,横,竖,撇,点,撇,竖,横折,横,横,竖,撇,点,撇,撇,撇
穑	撇,横,竖,撇,点,横,竖,点,撇,横,竖,横折,竖,横折,横,横
穗	撇,横,竖,撇,点,横,竖,横折,横,横,竖,横,点,点2,斜钩|卧钩,点,点
穙	
穜	
穟	
穰	撇,横,竖,撇,点,点,横,竖,横折,横,竖,横折,横,横,横,竖,竖,横,撇,竖提,撇,捺
穴	点,点2,横撇|横钩,撇,捺
究	点,点2,横撇|横钩,撇,点,撇,横斜钩
穷	点,点2,横撇|横钩,撇,点,横折钩,撇
穸	点,点2,横撇|横钩,撇,点,撇,横撇|横钩,点
穹	点,点2,横撇|横钩,撇,点,横折,横,竖折折钩
空	点,点2,横撇|横钩,撇,点,横,竖,横
穿	点,点2,横撇|横钩,撇,点,横,撇折,竖钩,撇
窀	点,点2,横撇|横钩,撇,点,横,竖弯,竖,竖弯钩
突	点,点2,横撇|横钩,撇,点,横,撇,捺,点
窃	点,点2,横撇|横钩,撇,点,横,竖提,横折钩,撇
窄	点,点2,横撇|横钩,撇,点,撇,横,竖,横,横
窅	
窈	点,点2,横撇|横钩,撇,点,撇折,撇折,点,横折钩,撇
窊	
窍	点,点2,横撇|横钩,撇,点,横,竖,提,横,竖折折钩
窎	
窑	点,点2,横撇|横钩,撇,点,撇,横,横,竖,竖弯,竖
窒	点,点2,横撇|横钩,撇,点,横,撇折,点,横,竖,横
窕	点,点2,横撇|横钩,撇,点,撇,点,提,竖弯钩,撇,点
窖	点,点2,横撇|横钩,撇,点,撇,横,竖,横,竖,横折,横
窗	点,点2,横撇|横钩,撇,点,撇,竖,横折,撇,横撇|横钩,点,横
窘	点,点2,横撇|横钩,撇,点,横折,横,横,撇,竖,横折,横
窜	点,点2,横撇|横钩,撇,点,竖,横折,横,竖,横折,横,竖
窝	点,点2,横撇|横钩,撇,点,竖,横折,横,竖,横折钩,撇,点
窟	点,点2,横撇|横钩,撇,点,横折,横,撇,竖弯,竖,竖,竖弯,竖
窠	点,点2,横撇|横钩,撇,点,竖,横折,横,横,横,竖,撇,捺
窣	点,点2,横撇|横钩,撇,点,点,横,撇,点,撇,点,横,竖
窥	点,点2,横撇|横钩,撇,点,横,横,撇,点,竖,横折,撇,竖弯钩
窦	点,点2,横撇|横钩,撇,点,横,竖,横撇|横钩,点,点,横,撇,点
窨	点,点2,横撇|横钩,撇,点,点,横,点,撇,横,竖,横折,横,横
窬	点,点2,横撇|横钩,撇,点,撇,捺,横,竖,横折钩,横,横,竖,竖钩
窭	点,点2,横撇|横钩,撇,点,点,撇,横,竖,撇,捺,撇点,撇,横
窳	点,点2,横撇|横钩,撇,点,撇,撇,竖提,点,点,撇,撇,竖提,点,捺
窸	点,点2,横撇|横钩,撇,点,撇,点,撇,横,竖,撇,捺,点2,斜钩|卧钩,点,点
窿	点,点2,横撇|横钩,撇,点,横折折折钩|横撇弯钩,竖,撇,横撇|横钩,捺,横,撇,横,横,竖,横
立	点,横,点,撇,横
竑	点,横,点,撇,提,横,撇,撇折,点
竖	竖,竖,横撇|横钩,捺,点,横,点,撇,横
竘	
站	点,横,点,撇,提,竖,横,竖,横折,横
竞	点,横,点,撇,横,竖,横折,横,撇,竖弯钩
竟	点,横,点,撇,横,竖,横折,横,横,撇,竖弯钩
章	点,横,点,撇,横,竖,横折,横,横,横,竖
竣	点,横,点,撇,提,撇折,点,撇,点,撇,横撇|横钩,捺
童	点,横,点,撇,横,竖,横折,横,横,竖,横,横
竦	点,横,点,撇,提,横,竖,横折,横,竖,撇,捺
竫	
竭	点,横,点,撇,提,竖,横折,横,横,撇,横折钩,撇,点,竖弯
端	点,横,点,撇,提,竖,竖弯,竖,横,撇,竖,横折钩,竖,竖
竹	撇,横,竖,撇,横,竖钩
竺	撇,横,点,撇,横,点,横,横
竽	撇,横,点,撇,横,点,横,横,竖钩
竿	撇,横,点,撇,横,点,横,横,竖
笃	撇,横,点,撇,横,点,横折,竖折折钩,横
笄	撇,横,点,撇,横,点,横,横,撇,竖
笆	撇,横,点,撇,横,点,横折,竖,横,竖弯钩
笈	撇,横,点,撇,横,点,撇,横折折撇,捺
笊	撇,横,点,撇,横,点,撇,撇,竖,捺
笋	撇,横,点,撇,横,点,横折,横,横,撇
笏	撇,横,点,撇,横,点,撇,横折钩,撇,撇
笑	撇,横,点,撇,横,点,撇,横,撇,捺
笔	撇,横,点,撇,横,点,撇,横,横,竖弯钩
笕	撇,横,点,撇,横,点,竖,横折,撇,竖弯钩
笙	撇,横,点,撇,横,点,撇,横,横,竖,横
笛	撇,横,点,撇,横,点,竖,横折,横,竖,横
笞	撇,横,点,撇,横,点,撇折,点,竖,横折,横
笠	撇,横,点,撇,横,点,点,横,点,撇,横
笤	撇,横,点,撇,横,点,横折钩,撇,竖,横折,横
笥	撇,横,点,撇,横,点,横折钩,横,竖,横折,横
符	撇,横,点,撇,横,点,撇,竖,横,竖钩,点
笨	撇,横,点,撇,横,点,横,竖,撇,捺,横
笪	撇,横,点,撇,横,点,竖,横折,横,横,横
笫	撇,横,点,撇,横,点,撇,竖折折钩,竖,撇
第	撇,横,点,撇,横,点,横折,横,竖折折钩,竖,撇
笮	撇,横,点,撇,横,点,撇,横,竖,横,横
笯	
笱	撇,横,点,撇,横,点,撇,横折钩,竖,横折,横
笳	撇,横,点,撇,横,点,横折钩,撇,竖,横折,横
笸	撇,横,点,撇,横,点,横,竖,横折,横,竖弯
笺	撇,横,点,撇,横,点,横,横,斜钩|卧钩,撇,点
笼	撇,横,点,撇,横,点,横,撇,竖弯钩,撇,点
笾	撇,横,点,撇,横,点,横折钩,撇,点,横折折撇,捺
筀	
筅	撇,横,点,撇,横,点,撇,横,竖,横,撇,竖弯钩
筇	撇,横,点,撇,横,点,横,竖,提,横折折折钩|横撇弯钩,竖
等	撇,横,点,撇,横,点,横,竖,横,横,竖钩,点
筋	撇,横,点,撇,横,点,撇,横折钩,横,横,横折钩,撇
筌	撇,横,点,撇,横,点,撇,捺,横,横,竖,横
筏	撇,横,点,撇,横,点,撇,竖,横,斜钩|卧钩,撇,点
筐	撇,横,点,撇,横,点,横,横,横,竖,横,竖弯
筑	撇,横,点,撇,横,点,横,竖,提,撇,横斜钩,点
筒	撇,横,点,撇,横,点,竖,横折钩,横,竖,横折,横
答	撇,横,点,撇,横,点,撇,捺,横,竖,横折,横
策	撇,横,点,撇,横,点,横,竖,横折钩,竖,撇,捺
筘	撇,横,点,撇,横,点,横,竖钩,提,竖,横折,横
筚	撇,横,点,撇,横,点,横,竖提,撇,竖弯钩,横,竖
筛	撇,横,点,撇,横,点,竖,撇,横,竖,横折钩,竖
筜	
筝	撇,横,点,撇,横,点,撇,横撇|横钩,横折,横,横,竖钩
筠	撇,横,点,撇,横,点,横,竖,提,撇,横折钩,点,提
筢	撇,横,点,撇,横,点,横,竖钩,提,横折,竖,横,竖弯钩
筤	
筥	
筦	
筮	撇,横,点,撇,横,点,横,竖,撇,点,撇,点,横
筱	撇,横,点,撇,横,点,撇,竖,竖,撇,横,撇,捺
筲	撇,横,点,撇,横,点,竖,点,撇,竖,横折钩,横,横
筵	撇,横,点,撇,横,点,撇,竖,横,竖弯,横折折撇,捺
筶	
筷	撇,横,点,撇,横,点,点2,点,竖,横折,横,撇,捺
筹	撇,横,点,撇,横,点,横,横,横,撇,横,竖钩,点
筻	撇,横,点,撇,横,点,横,竖,横折,横,横,撇,捺
筼	
签	撇,横,点,撇,横,点,撇,捺,横,点,点,撇,横
简	撇,横,点,撇,横,点,点,竖,横折钩,竖,横折,横,横
箅	撇,横,点,撇,横,点,竖,横折,横,竖,横,横,撇,竖
箍	撇,横,点,撇,横,点,横,竖钩,提,横,竖,横折钩,竖,竖弯
箐	撇,横,点,撇,横,点,横,横,竖,横,竖,横折钩,横,横
箓	
箔	撇,横,点,撇,横,点,点,点,提,撇,竖,横折,横,横
箕	撇,横,点,撇,横,点,横,竖,竖,横,横,横,撇,点
箖	
算	撇,横,点,撇,横,点,竖,横折,横,横,横,横,撇,竖
箜	撇,横,点,撇,横,点,点,点2,横撇|横钩,撇,点,横,竖,横
管	撇,横,点,撇,横,点,点,点2,横撇|横钩,竖,横折,横,横折,横
箢	撇,横,点,撇,横,点,点,点2,横撇|横钩,撇,横撇|横钩,点,横折钩,竖弯钩
箦	撇,横,点,撇,横,点,横,横,竖,横,竖,横折,撇,点
箧	撇,横,点,撇,横,点,横,横,点,撇,横,撇,点,竖弯
箨	撇,横,点,撇,横,点,横,竖钩,提,横撇|横钩,捺,横,横,竖
箩	撇,横,点,撇,横,点,竖,横折,竖,竖,横,撇,横撇|横钩,点
箪	撇,横,点,撇,横,点,点,撇,竖,横折,横,横,横,竖
箫	撇,横,点,撇,横,点,横折,横,横,竖,撇,竖,撇,点
箬	撇,横,点,撇,横,点,横,竖,竖,横,撇,竖,横折,横
箭	撇,横,点,撇,横,点,点,撇,横,竖,横折钩,横,横,竖,竖钩
箱	撇,横,点,撇,横,点,横,竖,撇,点,竖,横折,横,横,横
箴	撇,横,点,撇,横,点,横,撇,横,竖,横折,横,斜钩|卧钩,撇,点
箸	撇,横,点,撇,横,点,横,竖,横,撇,竖,横折,横,横
篁	撇,横,点,撇,横,点,撇,竖,横折,横,横,横,横,竖,横
篆	撇,横,点,撇,横,点,撇折,横撇|横钩,横,撇,弯钩,撇,撇,撇,捺
篇	撇,横,点,撇,横,点,点,横折,横,撇,竖,横折钩,横,竖,竖
篌	撇,横,点,撇,横,点,撇,竖,横折,横,撇,横,横,撇,捺
篑	撇,横,点,撇,横,点,竖,横折,横,竖,横,竖,横折,撇,点
篓	撇,横,点,撇,横,点,点,撇,横,竖,撇,捺,撇点,撇,横
篙	撇,横,点,撇,横,点,点,横,竖,横折,横,竖,横折钩,竖,横折,横
篚	撇,横,点,撇,横,点,横,竖,横,横,横,竖,横,横,横,竖弯
篝	撇,横,点,撇,横,点,横,横,竖,竖,横,竖,横折钩,竖,横,横
篡	撇,横,点,撇,横,点,竖,横折,横,横,横,横,撇,捺,撇折,点
篥	撇,横,点,撇,横,点,横,竖,横折,竖,竖,横,横,竖,撇,捺
篦	撇,横,点,撇,横,点,撇,竖,横折,撇,点,横,横,竖提,撇,竖弯钩
篪	撇,横,点,撇,横,点,撇,撇,竖,横,横撇|横钩,撇,横,竖弯钩,撇,横斜钩
篮	撇,横,点,撇,横,点,竖,竖,撇,横,点,竖,横折,竖,竖,横
篯	
篱	撇,横,点,撇,横,点,点,横,撇,点,竖弯,竖,竖,横折钩,撇折,点
篷	撇,横,点,撇,横,点,撇,横撇|横钩,捺,横,横,横,竖,点,横折折撇,捺
篼	撇,横,点,撇,横,点,撇,竖,横折,横,横,撇,竖提,横折,横,撇,竖弯钩
篾	撇,横,点,撇,横,点,竖,横折,竖,竖,横,横,撇,点,斜钩|卧钩,撇,点
簃	
簇	撇,横,点,撇,横,点,点,横,横折钩,撇,撇,横,撇,横,横,撇,捺
簉	
簋	撇,横,点,撇,横,点,横折,横,横,竖提,撇,捺,竖,横折,竖,竖,横
簌	撇,横,点,撇,横,点,横,竖,横折,横,竖,撇,点,撇,横撇|横钩,撇,捺
簏	撇,横,点,撇,横,点,点,横,撇,横折,竖,竖,横,横,竖提,撇,竖弯钩
簕	撇,横,点,撇,横,点,横,竖,竖,横,竖,横折,横,横,竖,横折钩,撇
簖	撇,横,点,撇,横,点,点,撇,横,竖,撇,点,竖弯,撇,撇,横,竖
簝	
簟	撇,横,点,撇,横,点,横,竖,横折,竖,竖,横,竖,横折,横,横,横,竖
簠	
簧	撇,横,点,撇,横,点,横,竖,竖,横,竖,横折,横,竖,横,撇,点
簪	撇,横,点,撇,横,点,横,撇折,撇,竖提,横,撇折,撇,竖弯钩,竖,横折,横,横
簰	
簸	撇,横,点,撇,横,点,横,竖,竖,横,横,横,撇,点,横撇|横钩,撇,竖,横撇|横钩,捺
簿	撇,横,点,撇,横,点,点,点,提,横,竖,横折,横,横,竖,点,横,竖钩,点
籀	撇,横,点,撇,横,点,横,竖钩,提,撇,竖提,点,横折钩,撇,竖,横折,横,竖,横
籁	撇,横,点,撇,横,点,横,竖,横折,横,竖,撇,点,撇,横撇|横钩,竖,横折,撇,点
籍	撇,横,点,撇,横,点,横,横,横,竖,撇,点,横,竖,竖,横,竖,横折,横,横
籥	撇,横,点,撇,横,点,撇,捺,横,竖,横折,横,竖,横折,横,竖,横折,横,竖,横折钩,横,竖,竖
米	点,撇,横,竖,撇,捺
籴	撇,捺,点,撇,横,竖,撇,捺
类	点,撇,横,竖,撇,点,横,撇,捺
籼	点,撇,横,竖,撇,点,竖,竖弯,竖
籽	点,撇,横,竖,撇,点,横撇|横钩,竖钩,横
粉	点,撇,横,竖,撇,点,撇,捺,横折钩,撇
粑	点,撇,横,竖,撇,点,横折,竖,横,竖弯钩
粒	点,撇,横,竖,撇,点,点,横,点,撇,横
粕	点,撇,横,竖,撇,点,撇,竖,横折,横,横
粗	点,撇,横,竖,撇,点,竖,横折,横,横,横
粘	点,撇,横,竖,撇,点,竖,横,竖,横折,横
粜	竖弯,竖,竖,竖弯,竖,点,撇,横,竖,撇,捺
粝	点,撇,横,竖,撇,点,横,撇,横,横折钩,撇
粞	点,撇,横,竖,撇,点,横,竖,横折,撇,竖弯,横
粟	横,竖,横折,竖,竖,横,点,撇,横,竖,撇,捺
粢	点,提,撇,横撇|横钩,撇,捺,点,撇,横,竖,撇,捺
粤	撇,竖,横折,点,撇,横,竖,撇,点,横,横,竖折折钩
粥	横折,横,竖折折钩,点,撇,横,竖,撇,点,横折,横,竖折折钩
粪	点,撇,横,竖,撇,捺,横,竖,竖,横,撇,点
粮	点,撇,横,竖,撇,点,点,横折,横,横,竖提,撇,捺
粱	点,点,提,横折钩,撇,点2,点,点,撇,横,竖,撇,捺
粲	竖,横,撇,横撇|横钩,点,横撇|横钩,点,点,撇,横,竖,撇,捺
粳	点,撇,横,竖,撇,点,横,竖,横折,横,横,撇,捺
粹	点,撇,横,竖,撇,点,点,横,撇,点,撇,点,横,竖
粼	点,撇,横,竖,撇,点,撇,横撇|横钩,点,横,撇折,竖,撇点,撇点
粽	点,撇,横,竖,撇,点,点,点2,横撇|横钩,横,横,竖钩,撇,点
精	点,撇,横,竖,撇,点,横,横,竖,横,竖,横折钩,横,横
粿	点,撇,横,竖,撇,点,竖,横折,横,横,横,竖,撇,捺
糁	点,撇,横,竖,撇,点,撇折,点,横,撇,捺,撇,撇,撇
糅	点,撇,横,竖,撇,点,横撇|横钩,点,横撇|横钩,竖钩,撇,横,竖,撇,捺
糇	点,撇,横,竖,撇,点,撇,竖,横折,横,撇,横,横,撇,捺
糈	点,撇,横,竖,撇,点,横撇|横钩,竖,横,撇,捺,竖,横折钩,横,横
糊	点,撇,横,竖,撇,点,横,竖,竖,横折,横,撇,横折钩,横,横
糌	点,撇,横,竖,撇,点,撇,横撇|横钩,捺,竖,点,竖,横折,横,横
糍	点,撇,横,竖,撇,点,点,撇,横,撇折,撇折,点,撇折,撇折,点
糒	
糕	点,撇,横,竖,撇,点,点,撇,横,横,竖,横,点2,点,点,点
糖	点,撇,横,竖,撇,点,点,横,撇,横折,横,横,竖,竖,横折,横
糗	点,撇,横,竖,撇,点,撇,竖,横折,横,横,横,横,撇,捺,点
糙	点,撇,横,竖,撇,点,撇,横,竖,横,竖,横折,横,点,横折折撇,捺
糜	点,横,撇,横,竖,撇,点,横,竖,撇,捺,点,撇,横,竖,撇,捺
糟	点,撇,横,竖,撇,点,横,竖,横折,横,竖,竖,横,竖,横折,横,横
糠	点,撇,横,竖,撇,点,点,横,撇,横折,横,横,竖钩,点,提,撇,捺
糨	点,撇,横,竖,撇,点,横折,横,竖折折钩,竖,横折,横,竖,横折,横,竖,横,点
糯	点,撇,横,竖,撇,点,横,点2,横撇|横钩,竖,点,点,点,点,横,撇,竖,横折钩,竖,竖
糵	
系	撇,撇折,撇折,点,竖钩,撇,点
紊	点,横,撇,捺,撇折,撇折,点,竖钩,撇,点
素	横,横,竖,横,撇折,撇折,点,竖钩,撇,点
索	横,竖,点2,横撇|横钩,撇折,撇折,点,竖钩,撇,点
紧	竖,竖,横撇|横钩,捺,撇折,撇折,点,竖钩,撇,点
紫	竖,横,竖,提,撇,竖弯钩,撇折,撇折,点,竖钩,撇,点
累	竖,横折,横,竖,横,撇折,撇折,点,竖钩,撇,点
絜	
絮	撇点,撇,横,竖,横折,横,撇折,撇折,点,竖钩,撇,点
絷	横,竖钩,提,撇,横斜钩,点,撇折,撇折,点,竖钩,撇,点
綦	横,竖,竖,横,横,横,撇,捺,撇折,撇折,点,竖钩,撇,点
綮	点,横折,横,撇,撇,横,撇,捺,撇折,撇折,点,竖钩,撇,点
縠	
縢	
縻	点,横,撇,横,竖,撇,点,横,竖,撇,捺,撇折,撇折,点,竖钩,撇,点
繁	撇,横,竖弯,横折钩,点,横,点,撇,横,撇,捺,撇折,撇折,点,竖钩,撇,点
繄	
繇	撇,点,点,撇,撇,横,横,竖,竖弯,竖,撇,撇折,撇折,点,竖钩,撇,点
纂	撇,横,点,撇,横,点,竖,横折,横,横,横,横,撇,捺,撇折,撇折,点,竖钩,撇,点
纛	横,横,竖,横,竖弯,横折,点,横,点,竖,横折,横,横,横,横,竖钩,撇,点,撇,撇折,撇折,点,竖钩,撇,点
纠	撇折,撇折,提,竖提,竖
纡	撇折,撇折,提,横,横,竖钩
红	撇折,撇折,提,横,竖,横
纣	撇折,撇折,提,横,竖钩,点
纤	撇折,撇折,提,撇,横,竖
纥	撇折,撇折,提,撇,横,横斜钩
约	撇折,撇折,提,撇,横折钩,点
级	撇折,撇折,提,撇,横折折撇,捺
纨	撇折,撇折,提,撇,横斜钩,点
纩	撇折,撇折,提,点,横,撇
纪	撇折,撇折,提,横折,横,竖弯钩
纫	撇折,撇折,提,横折钩,撇,点2
纬	撇折,撇折,提,横,横,横折钩,竖
纭	撇折,撇折,提,横,横,撇折,点
纮	
纯	撇折,撇折,提,横,竖弯,竖,竖弯钩
纰	撇折,撇折,提,横,竖提,撇,竖弯钩
纱	撇折,撇折,提,竖,撇,点,撇
纲	撇折,撇折,提,竖,横折钩,撇,点
纳	撇折,撇折,提,竖,横折钩,撇,点
纴	
纵	撇折,撇折,提,撇,点,撇,捺
纶	撇折,撇折,提,撇,捺,撇,竖弯钩
纷	撇折,撇折,提,撇,捺,横折钩,撇
纸	撇折,撇折,提,撇,竖提,横,斜钩|卧钩
纹	撇折,撇折,提,点,横,撇,捺
纺	撇折,撇折,提,点,横,横折钩,撇
纻	
纼	
纽	撇折,撇折,提,横折,竖,横,横
纾	撇折,撇折,提,横撇|横钩,点,横撇|横钩,竖钩
线	撇折,撇折,提,横,横,斜钩|卧钩,撇,点
绀	撇折,撇折,提,横,竖,竖,横,横
绁	撇折,撇折,提,横,竖,竖,横,竖弯
绂	撇折,撇折,提,横,撇,横撇|横钩,捺,点
练	撇折,撇折,提,横,撇折,横折钩,撇,点
组	撇折,撇折,提,竖,横折,横,横,横
绅	撇折,撇折,提,竖,横折,横,横,竖
细	撇折,撇折,提,竖,横折,横,竖,横
织	撇折,撇折,提,竖,横折,横,撇,点
终	撇折,撇折,提,撇,横撇|横钩,捺,点,点
绉	撇折,撇折,提,撇,横撇|横钩,横折,横,横
绊	撇折,撇折,提,点,撇,横,横,竖
绋	撇折,撇折,提,横折,横,竖折折钩,撇,竖
绌	撇折,撇折,提,竖弯,竖,竖,竖弯,竖
绍	撇折,撇折,提,横折钩,撇,竖,横折,横
绎	撇折,撇折,提,横撇|横钩,捺,横,横,竖
经	撇折,撇折,提,横撇|横钩,点,横,竖,横
绐	撇折,撇折,提,撇折,点,竖,横折,横
绑	撇折,撇折,提,横,横,横,撇,横折折折钩|横撇弯钩,竖
绒	撇折,撇折,提,横,横,撇,斜钩|卧钩,撇,点
结	撇折,撇折,提,横,竖,横,竖,横折,横
绔	撇折,撇折,提,横,撇,捺,横,横,竖折折钩
绕	撇折,撇折,提,横,斜钩|卧钩,撇,横,撇,竖弯钩
绖	
绗	撇折,撇折,提,撇,撇,竖,横,横,竖钩
