一	横
羞	点,撇,横,横,横,撇,横折,竖,横,横
香	撇,横,竖,撇,捺,竖,横折,横,横
𥁕	竖,横折,撇,点,横,竖,横折,竖,竖,横
爻	撇,点,撇,捺
陟	横撇弯钩,竖,竖,横,竖,横,竖,撇,撇
冀	竖,横,提,撇,竖弯钩,竖,横折,横,竖,横,横,竖,竖,横,撇,点
宽	点,点,横钩,横,竖,竖,竖,横折,撇,竖弯钩
遀	横,撇,横,竖,横,竖,横折钩,横,横,点,横折折撇,捺
髟	横,竖,横,横,横,撇折,点,撇,撇,撇
𠚍	撇,点,点,点,点,点,竖折,竖
𦉪	竖,横折钩,撇,竖弯钩
㚇	撇,点,竖折,竖,撇,点,撇,横撇,捺
粥	横折,横,竖折折钩,点,撇,横,竖,撇,点,横折,横,竖折折钩
甶	撇,竖,横折,横,竖,横
虱	横斜钩,撇,竖,横折,横,竖,横,点
眔	竖,横折,竖,竖,横,竖,撇,撇,点,点
雪	横,点,横钩,竖,点,点,点,点,横折,横,横
管	撇,横,点,撇,横,点,点,点,横钩,竖,横折,横,横折,横
𠤏	撇,竖弯钩,竖,横
卤	竖,横,竖,横折,撇,点,横
𥝢	撇,横,竖,撇,点,撇,竖弯钩,撇
黍	撇,横,竖,撇,点,撇,捺,竖钩,点,提,撇,点
黹	竖,竖,点,撇,横,点,撇,竖,横折钩,竖,撇,点
㽞	竖,横折,横,竖,横折,横,竖,横折,横,竖,横
鼎	竖,横折,横,横,横,竖折折,横,撇,竖,横,竖,横折
鼠	撇,竖,横,横折,横,横,竖提,点,点,竖提,点,点,斜钩
晏	竖,横折,横,横,点,点,横钩,撇点,撇,横
虘	竖,横,横钩,撇,撇,竖弯钩,竖,横折,横,横,横
韭	竖,横,横,横,竖,横,横,横,横
𠱠	竖,横折,横,竖,横折,横,竖,横折,横
阚	点,竖,横折钩,横撇,横,竖,竖,横,横,提,撇,横,撇,点
斜	撇,点,横,横,竖钩,撇,点,点,点,横,竖
汇	点,点,提,横,竖折
𢇁	撇折,撇折,点,撇折,撇折,点,点,点,点,点
靠	撇,横,竖,横,竖,横折,横,竖,横,横,横,竖,横,横,横
洽	点,点,提,撇,捺,横,竖,横折,横
奓	横,撇,捺,撇,横撇,点,撇,横撇,点
穷	点,点,横钩,撇,点,横折钩,撇
筳	撇,横,点,撇,横,点,撇,横,竖,横,横折折撇,捺
鲞	点,撇,横,横,撇,捺,撇,横撇,竖,横折,横,竖,横,横
恶	横,竖,竖,点,撇,横,点,卧钩,点,点
墨	竖,横折,点,撇,横,竖,横,横,点,点,点,点,横,竖,横
问	点,竖,横折钩,竖,横折,横
鹝	横,竖,横折,横,竖,横折钩,点,撇,横,竖,撇,横折钩,点,竖折折钩,横
杜	横,竖,撇,点,横,竖,横
宏	点,点,横钩,横,撇,撇折,点
砉	横,横,横,竖,横,撇,竖,横折,横
狱	撇,弯钩,撇,点,横折提,横,撇,捺,点
